pmid,pmcid,doi,title,authors,year,month,day,journal,volume,issue,pages,abstract
24179755,PMC3777772,10.1016/j.nicl.2012.11.004,Thalamic medial dorsal nucleus atrophy in medial temporal lobe epilepsy: A VBM meta-analysis.,"['Barron DS', 'Fox PM', 'Laird AR', 'Robinson JL', 'Fox PT']",2012,10,23,Neuroimage Clin,2,,25-32,"PURPOSE: Medial temporal lobe epilepsy (MTLE) is associated with MTLE network pathology within and beyond the hippocampus. The purpose of this meta-analysis was to identify consistent MTLE structural change to guide subsequent targeted analyses of these areas. METHODS: We performed an anatomic likelihood estimation (ALE) meta-analysis of 22 whole-brain voxel-based morphometry experiments from 11 published studies. We grouped these experiments in three ways. We then constructed a meta-analytic connectivity model (MACM) for regions of consistent MTLE structural change as reported by the ALE analysis. KEY FINDINGS: ALE reported spatially consistent structural change across VBM studies only in the epileptogenic hippocampus and the bilateral thalamus; within the thalamus, the medial dorsal nucleus of the thalamus (MDN thalamus) represented the greatest convergence (P < 0.05 corrected for multiple comparisons). The subsequent MACM for the hippocampus and ipsilateral MDN thalamus demonstrated that the hippocampus and ipsilateral MDN thalamus functionally co-activate and are nodes within the same network, suggesting that MDN thalamic damage could result from MTLE network excitotoxicity. SIGNIFICANCE: Notwithstanding our large sample of studies, these findings are more restrictive than previous reports and demonstrate the utility of our inclusion filters and of recently modified meta-analytic methods in approximating clinical relevance. Thalamic pathology is commonly observed in animal and human studies, suggesting it could be a clinically useful indicator. Thalamus-specific research as a clinical marker awaits further investigation."
22197743,PMC3288226,10.1016/j.neuroimage.2011.12.010,The functional connectivity of the human caudate: an application of meta-analytic connectivity modeling with behavioral filtering.,"['Robinson JL', 'Laird AR', 'Glahn DC', 'Blangero J', 'Sanghera MK', 'Pessoa L', 'Fox PM', 'Uecker A', 'Friehs G', 'Young KA', 'Griffin JL', 'Lovallo WR', 'Fox PT']",2012,3,23,Neuroimage,60,1,117-29,"Meta-analysis based techniques are emerging as powerful, robust tools for developing models of connectivity in functional neuroimaging. Here, we apply meta-analytic connectivity modeling to the human caudate to 1) develop a model of functional connectivity, 2) determine if meta-analytic methods are sufficiently sensitive to detect behavioral domain specificity within region-specific functional connectivity networks, and 3) compare meta-analytic driven segmentation to structural connectivity parcellation using diffusion tensor imaging. Results demonstrate strong coherence between meta-analytic and data-driven methods. Specifically, we found that behavioral filtering resulted in cognition and emotion related structures and networks primarily localized to the head of the caudate nucleus, while perceptual and action specific regions localized to the body of the caudate, consistent with early models of nonhuman primate histological studies and postmortem studies in humans. Diffusion tensor imaging (DTI) revealed support for meta-analytic connectivity modeling's (MACM) utility in identifying both direct and indirect connectivity. Our results provide further validation of meta-analytic connectivity modeling, while also highlighting an additional potential, namely the extraction of behavioral domain specific functional connectivity."
22178808,PMC3288533,10.1016/j.neuroimage.2011.11.050,Modelling neural correlates of working memory: a coordinate-based meta-analysis.,"['Rottschy C', 'Langner R', 'Dogan I', 'Reetz K', 'Laird AR', 'Schulz JB', 'Fox PT', 'Eickhoff SB']",2012,3,23,Neuroimage,60,1,830-46,"Working memory subsumes the capability to memorize, retrieve and utilize information for a limited period of time which is essential to many human behaviours. Moreover, impairments of working memory functions may be found in nearly all neurological and psychiatric diseases. To examine what brain regions are commonly and differently active during various working memory tasks, we performed a coordinate-based meta-analysis over 189 fMRI experiments on healthy subjects. The main effect yielded a widespread bilateral fronto-parietal network. Further meta-analyses revealed that several regions were sensitive to specific task components, e.g. Broca's region was selectively active during verbal tasks or ventral and dorsal premotor cortex were preferentially involved in memory for object identity and location, respectively. Moreover, the lateral prefrontal cortex showed a division in a rostral and a caudal part based on differential involvement in task set and load effects. Nevertheless, a consistent but more restricted ""core"" network emerged from conjunctions across analyses of specific task designs and contrasts. This ""core"" network appears to comprise the quintessence of regions, which are necessary during working memory tasks. It may be argued that the core regions form a distributed executive network with potentially generalized functions for focussing on competing representations in the brain. The present study demonstrates that meta-analyses are a powerful tool to integrate the data of functional imaging studies on a (broader) psychological construct, probing the consistency across various paradigms as well as the differential effects of different experimental implementations."
21963913,PMC3254820,10.1016/j.neuroimage.2011.09.017,Activation likelihood estimation meta-analysis revisited.,"['Eickhoff SB', 'Bzdok D', 'Laird AR', 'Kurth F', 'Fox PT']",2012,2,1,Neuroimage,59,3,2349-61,"A widely used technique for coordinate-based meta-analysis of neuroimaging data is activation likelihood estimation (ALE), which determines the convergence of foci reported from different experiments. ALE analysis involves modelling these foci as probability distributions whose width is based on empirical estimates of the spatial uncertainty due to the between-subject and between-template variability of neuroimaging data. ALE results are assessed against a null-distribution of random spatial association between experiments, resulting in random-effects inference. In the present revision of this algorithm, we address two remaining drawbacks of the previous algorithm. First, the assessment of spatial association between experiments was based on a highly time-consuming permutation test, which nevertheless entailed the danger of underestimating the right tail of the null-distribution. In this report, we outline how this previous approach may be replaced by a faster and more precise analytical method. Second, the previously applied correction procedure, i.e. controlling the false discovery rate (FDR), is supplemented by new approaches for correcting the family-wise error rate and the cluster-level significance. The different alternatives for drawing inference on meta-analytic results are evaluated on an exemplary dataset on face perception as well as discussed with respect to their methodological limitations and advantages. In summary, we thus replaced the previous permutation algorithm with a faster and more rigorous analytical solution for the null-distribution and comprehensively address the issue of multiple-comparison corrections. The proposed revision of the ALE-algorithm should provide an improved tool for conducting coordinate-based meta-analyses on functional imaging data."
21949904,PMC3178148,10.1155/2012/907409,"Multimodal MRI neuroimaging biomarkers for cognitive normal adults, amnestic mild cognitive impairment, and Alzheimer's disease.","['Lin AL', 'Laird AR', 'Fox PT', 'Gao JH']",2012,10,23,Neurol Res Int,2012,,907409,"Multimodal magnetic resonance imaging (MRI) techniques have been developed to noninvasively measure structural, metabolic, hemodynamic and functional changes of the brain. These advantages have made MRI an important tool to investigate neurodegenerative disorders, including diagnosis, disease progression monitoring, and treatment efficacy evaluation. This paper discusses recent findings of the multimodal MRI in the context of surrogate biomarkers for identifying the risk for AD in normal cognitive (NC) adults, brain anatomical and functional alterations in amnestic mild cognitive impairment (aMCI), and Alzheimer's disease (AD) patients. Further developments of these techniques and the establishment of promising neuroimaging biomarkers will enhance our ability to diagnose aMCI and AD in their early stages and improve the assessment of therapeutic efficacy in these diseases in future clinical trials."
21692142,PMC4801488,10.1002/hbm.21299,Brain structure anomalies in autism spectrum disorder--a meta-analysis of VBM studies using anatomic likelihood estimation.,"['Nickl-Jockschat T', 'Habel U', 'Michel TM', 'Manning J', 'Laird AR', 'Fox PT', 'Schneider F', 'Eickhoff SB']",2012,6,23,Hum Brain Mapp,33,6,1470-89,"Autism spectrum disorders (ASD) are pervasive developmental disorders with characteristic core symptoms such as impairments in social interaction, deviance in communication, repetitive and stereotyped behavior, and impaired motor skills. Anomalies of brain structure have repeatedly been hypothesized to play a major role in the etiopathogenesis of the disorder. Our objective was to perform unbiased meta-analysis on brain structure changes as reported in the current ASD literature. We thus conducted a comprehensive search for morphometric studies by Pubmed query and literature review. We used a revised version of the activation likelihood estimation (ALE) approach for coordinate-based meta-analysis of neuroimaging results. Probabilistic cytoarchitectonic maps were applied to compare the localization of the obtained significant effects to histological areas. Each of the significant ALE clusters was analyzed separately for age effects on gray and white matter density changes. We found six significant clusters of convergence indicating disturbances in the brain structure of ASD patients, including the lateral occipital lobe, the pericentral region, the medial temporal lobe, the basal ganglia, and proximate to the right parietal operculum. Our study provides the first quantitative summary of brain structure changes reported in literature on autism spectrum disorders. In contrast to the rather small sample sizes of the original studies, our meta-analysis encompasses data of 277 ASD patients and 303 healthy controls. This unbiased summary provided evidence for consistent structural abnormalities in spite of heterogeneous diagnostic criteria and voxel-based morphometry (VBM) methodology, but also hinted at a dependency of VBM findings on the age of the patients."
21667303,PMC4791066,10.1007/s00429-011-0333-x,Neuroanatomic changes and their association with cognitive decline in mild cognitive impairment: a meta-analysis.,"['Nickl-Jockschat T', 'Kleiman A', 'Schulz JB', 'Schneider F', 'Laird AR', 'Fox PT', 'Eickhoff SB', 'Reetz K']",2012,1,23,Brain Struct Funct,217,1,115-25,"Mild cognitive impairment (MCI) is an acquired syndrome characterised by cognitive decline not affecting activities of daily living. Using a quantitative meta-analytic approach, we aimed to identify consistent neuroanatomic correlates of MCI and how they are related to cognitive dysfunction. The meta-analysis enrols 22 studies, involving 917 MCI (848 amnestic MCI) patients and 809 healthy controls. Only studies investigating local changes in grey matter and reporting whole-brain results in stereotactic coordinates were included and analysed using the activation likelihood estimation approach. Probabilistic cytoarchitectonic maps were used to compare the localization of the obtained significant effects to histological areas. A correlation between the probability of grey matter changes and cognitive performance of MCI patients was performed. In MCI patients, the meta-analysis revealed three significant clusters of convergent grey matter atrophy, which were mainly situated in the bilateral amygdala and hippocampus, extending to the left medial temporal pole and thalamus, as well as in the bilateral precuneus. A sub-analysis in only amnestic MCI revealed a similar pattern. A voxel-wise analysis revealed a correlation between grey matter reduction and cognitive decline in the right hippocampus and amygdala as well as in the left thalamus. This study provides convergent evidence of a distinct neuroanatomical pattern in MCI. The correlation analysis with cognitive-mnestic decline further highlights the impact of limbic structures and the linkage with data from a functional neuroimaging database provides additional insight into underlying functions. Although different pathologies are underlying MCI, the observed neuroanatomical pattern of structural changes may reflect the common clinical denominator of cognitive impairment."
21643732,PMC3682219,10.1007/s12021-011-9126-x,The cognitive paradigm ontology: design and application.,"['Turner JA', 'Laird AR']",2012,1,23,Neuroinformatics,10,1,57-66,"We present the basic structure of the Cognitive Paradigm Ontology (CogPO) for human behavioral experiments. While the experimental psychology and cognitive neuroscience literature may refer to certain behavioral tasks by name (e.g., the Stroop paradigm or the Sternberg paradigm) or by function (a working memory task, a visual attention task), these paradigms can vary tremendously in the stimuli that are presented to the subject, the response expected from the subject, and the instructions given to the subject. Drawing from the taxonomy developed and used by the BrainMap project ( www.brainmap.org ) for almost two decades to describe key components of published functional imaging results, we have developed an ontology capable of representing certain characteristics of the cognitive paradigms used in the fMRI and PET literature. The Cognitive Paradigm Ontology is being developed to be compliant with the Basic Formal Ontology (BFO), and to harmonize where possible with larger ontologies such as RadLex, NeuroLex, or the Ontology of Biomedical Investigations (OBI). The key components of CogPO include the representation of experimental conditions focused on the stimuli presented, the instructions given, and the responses requested. The use of alternate and even competitive terminologies can often impede scientific discoveries. Categorization of paradigms according to stimulus, response, and instruction has been shown to allow advanced data retrieval techniques by searching for similarities and contrasts across multiple paradigm levels. The goal of CogPO is to develop, evaluate, and distribute a domain ontology of cognitive paradigms for application and use in the functional neuroimaging community."
21305667,PMC4791073,10.1002/hbm.21186,Minimizing within-experiment and within-group effects in Activation Likelihood Estimation meta-analyses.,"['Turkeltaub PE', 'Eickhoff SB', 'Laird AR', 'Fox M', 'Wiener M', 'Fox P']",2012,1,23,Hum Brain Mapp,33,1,1-13,"Activation Likelihood Estimation (ALE) is an objective, quantitative technique for coordinate-based meta-analysis (CBMA) of neuroimaging results that has been validated for a variety of uses. Stepwise modifications have improved ALE's theoretical and statistical rigor since its introduction. Here, we evaluate two avenues to further optimize ALE. First, we demonstrate that the maximum contribution of an experiment makes to an ALE map is related to the number of foci it reports and their proximity. We present a modified ALE algorithm that eliminates these within-experiment effects. However, we show that these effects only account for 2-3% of cumulative ALE values, and removing them has little impact on thresholded ALE maps. Next, we present an alternate organizational approach to datasets that prevents subject groups with multiple experiments in a dataset from influencing ALE values more than others. This modification decreases cumulative ALE values by 7-9%, changes the relative magnitude of some clusters, and reduces cluster extents. Overall, differences between results of the standard approach and these new methods were small. This finding validates previous ALE reports against concerns that they were driven by within-experiment or within-group effects. We suggest that the modified ALE algorithm is theoretically advantageous compared with the current algorithm, and that the alternate organization of datasets is the most conservative approach for typical ALE analyses and other CBMA methods. Combining the two modifications minimizes both within-experiment and within-group effects, optimizing the degree to which ALE values represent concordance of findings across independent reports."
28650075,,10.1002/jbmr.3202,Isl1 Controls Patterning and Mineralization of Enamel in the Continuously Renewing Mouse Incisor.,"['Naveau A', 'Zhang B', 'Meng B', 'Sutherland MT', 'Prochazkova M', 'Wen T', 'Marangoni P', 'Jones KB', 'Cox TC', 'Ganss B', 'Jheon AH', 'Klein OD']",2017,6,26,J Bone Miner Res,,,,"Rodents are characterized by continuously renewing incisors whose growth is fueled by epithelial and mesenchymal stem cells housed in the proximal compartments of the tooth. The epithelial stem cells reside in structures known as the labial (toward the lip) and lingual (toward the tongue) cervical loops (laCL and liCL, respectively). An important feature of the rodent incisor is that enamel, the outer, highly mineralized layer, is asymmetrically distributed, because it is normally generated by the laCL but not the liCL. Here, we show that epithelial-specific deletion of the transcription factor Islet1 (Isl1) is sufficient to drive formation of ectopic enamel by the liCL stem cells, and also that it leads to production of altered enamel on the labial surface. Molecular analyses of developing and adult incisors revealed that epithelial deletion of Isl1 affected multiple, major pathways: Bmp (bone morphogenetic protein), Hh (hedgehog), Fgf (fibroblast growth factor), and Notch signaling were upregulated and associated with liCL-generated ectopic enamel; on the labial side, upregulation of Bmp and Fgf signaling, and downregulation of Shh were associated with premature enamel formation. Transcriptome profiling studies identified a suite of differentially regulated genes in developing Isl1 mutant incisors. Our studies demonstrate that ISL1 plays a central role in proper patterning of stem cell-derived enamel in the incisor and indicate that this factor is an important upstream regulator of signaling pathways during tooth development and renewal. (c) 2017 American Society for Bone and Mineral Research."
28403383,,10.1001/jamapsychiatry.2017.0400,Neural Signatures of Cognitive Flexibility and Reward Sensitivity Following Nicotinic Receptor Stimulation in Dependent Smokers: A Randomized Trial.,"['Lesage E', 'Aronson SE', 'Sutherland MT', 'Ross TJ', 'Salmeron BJ', 'Stein EA']",2017,6,1,JAMA Psychiatry,74,6,632-640,"Importance: Withdrawal from nicotine is an important contributor to smoking relapse. Understanding how reward-based decision making is affected by abstinence and by pharmacotherapies such as nicotine replacement therapy and varenicline tartrate may aid cessation treatment. Objective: To independently assess the effects of nicotine dependence and stimulation of the nicotinic acetylcholine receptor on the ability to interpret valence information (reward sensitivity) and subsequently alter behavior as reward contingencies change (cognitive flexibility) in a probabilistic reversal learning task. Design, Setting, and Participants: Nicotine-dependent smokers and nonsmokers completed a probabilistic reversal learning task during acquisition of functional magnetic resonance imaging (fMRI) in a 2-drug, double-blind placebo-controlled crossover design conducted from January 21, 2009, to September 29, 2011. Smokers were abstinent from cigarette smoking for 12 hours for all sessions. In a fully Latin square fashion, participants in both groups underwent MRI twice while receiving varenicline and twice while receiving a placebo pill, wearing either a nicotine or a placebo patch. Imaging analysis was performed from June 15, 2015, to August 10, 2016. Main Outcome and Measures: A well-established computational model captured effects of smoking status and administration of nicotine and varenicline on probabilistic reversal learning choice behavior. Neural effects of smoking status, nicotine, and varenicline were tested for on MRI contrasts that captured reward sensitivity and cognitive flexibility. Results: The study included 24 nicotine-dependent smokers (12 women and 12 men; mean [SD] age, 35.8 [9.9] years) and 20 nonsmokers (10 women and 10 men; mean [SD] age, 30.4 [7.2] years). Computational modeling indicated that abstinent smokers were biased toward response shifting and that their decisions were less sensitive to the available evidence, suggesting increased impulsivity during withdrawal. These behavioral impairments were mitigated with nicotine and varenicline. Similarly, decreased mesocorticolimbic activity associated with cognitive flexibility in abstinent smokers was restored to the level of nonsmokers following stimulation of nicotinic acetylcholine receptors (familywise error-corrected P < .05). Conversely, neural signatures of decreased reward sensitivity in smokers (vs nonsmokers; familywise error-corrected P < .05) in the dorsal striatum and anterior cingulate cortex were not mitigated by nicotine or varenicline. Conclusions and Relevance: There was a double dissociation between the effects of chronic nicotine dependence on neural representations of reward sensitivity and acute effects of stimulation of nicotinic acetylcholine receptors on behavioral and neural signatures of cognitive flexibility in smokers. These chronic and acute pharmacologic effects were observed in overlapping mesocorticolimbic regions, suggesting that available pharmacotherapies may alleviate deficits in the same circuitry for certain mental computations but not for others. Trial Registration: clinicaltrials.gov Identifier: NCT00830739."
28222386,PMC5408583,10.1016/j.neuroimage.2016.12.037,Heterogeneous fractionation profiles of meta-analytic coactivation networks.,"['Laird AR', 'Riedel MC', 'Okoe M', 'Jianu R', 'Ray KL', 'Eickhoff SB', 'Smith SM', 'Fox PT', 'Sutherland MT']",2017,4,1,Neuroimage,149,,424-435,"Computational cognitive neuroimaging approaches can be leveraged to characterize the hierarchical organization of distributed, functionally specialized networks in the human brain. To this end, we performed large-scale mining across the BrainMap database of coordinate-based activation locations from over 10,000 task-based experiments. Meta-analytic coactivation networks were identified by jointly applying independent component analysis (ICA) and meta-analytic connectivity modeling (MACM) across a wide range of model orders (i.e., d=20-300). We then iteratively computed pairwise correlation coefficients for consecutive model orders to compare spatial network topologies, ultimately yielding fractionation profiles delineating how ""parent"" functional brain systems decompose into constituent ""child"" sub-networks. Fractionation profiles differed dramatically across canonical networks: some exhibited complex and extensive fractionation into a large number of sub-networks across the full range of model orders, whereas others exhibited little to no decomposition as model order increased. Hierarchical clustering was applied to evaluate this heterogeneity, yielding three distinct groups of network fractionation profiles: high, moderate, and low fractionation. BrainMap-based functional decoding of resultant coactivation networks revealed a multi-domain association regardless of fractionation complexity. Rather than emphasize a cognitive-motor-perceptual gradient, these outcomes suggest the importance of inter-lobar connectivity in functional brain organization. We conclude that high fractionation networks are complex and comprised of many constituent sub-networks reflecting long-range, inter-lobar connectivity, particularly in fronto-parietal regions. In contrast, low fractionation networks may reflect persistent and stable networks that are more internally coherent and exhibit reduced inter-lobar communication."
27251183,PMC4890474,10.1186/s12993-016-0100-5,Chronic cigarette smoking is linked with structural alterations in brain regions showing acute nicotinic drug-induced functional modulations.,"['Sutherland MT', 'Riedel MC', 'Flannery JS', 'Yanes JA', 'Fox PT', 'Stein EA', 'Laird AR']",2016,6,2,Behav Brain Funct,12,1,16,"BACKGROUND: Whereas acute nicotine administration alters brain function which may, in turn, contribute to enhanced attention and performance, chronic cigarette smoking is linked with regional brain atrophy and poorer cognition. However, results from structural magnetic resonance imaging (MRI) studies comparing smokers versus nonsmokers have been inconsistent and measures of gray matter possess limited ability to inform functional relations or behavioral implications. The purpose of this study was to address these interpretational challenges through meta-analytic techniques in the service of clarifying the impact of chronic smoking on gray matter integrity and more fully contextualizing such structural alterations. METHODS: We first conducted a coordinate-based meta-analysis of structural MRI studies to identify consistent structural alterations associated with chronic smoking. Subsequently, we conducted two additional meta-analytic assessments to enhance insight into potential functional and behavioral relations. Specifically, we performed a multimodal meta-analytic assessment to test the structural-functional hypothesis that smoking-related structural alterations overlapped those same regions showing acute nicotinic drug-induced functional modulations. Finally, we employed database driven tools to identify pairs of structurally impacted regions that were also functionally related via meta-analytic connectivity modeling, and then delineated behavioral phenomena associated with such functional interactions via behavioral decoding. RESULTS: Across studies, smoking was associated with convergent structural decreases in the left insula, right cerebellum, parahippocampus, multiple prefrontal cortex (PFC) regions, and the thalamus. Indicating a structural-functional relation, we observed that smoking-related gray matter decreases overlapped with the acute functional effects of nicotinic agonist administration in the left insula, ventromedial PFC, and mediodorsal thalamus. Suggesting structural-behavioral implications, we observed that the left insula's task-based, functional interactions with multiple other structurally impacted regions were linked with pain perception, the right cerebellum's interactions with other regions were associated with overt body movements, interactions between the parahippocampus and thalamus were linked with memory processes, and interactions between medial PFC regions were associated with face processing. CONCLUSIONS: Collectively, these findings emphasize brain regions (e.g., ventromedial PFC, insula, thalamus) critically linked with cigarette smoking, suggest neuroimaging paradigms warranting additional consideration among smokers (e.g., pain processing), and highlight regions in need of further elucidation in addiction (e.g., cerebellum)."
26093327,PMC4564321,10.1016/j.neuroimage.2015.06.044,Neural architecture underlying classification of face perception paradigms.,"['Laird AR', 'Riedel MC', 'Sutherland MT', 'Eickhoff SB', 'Ray KL', 'Uecker AM', 'Fox PM', 'Turner JA', 'Fox PT']",2015,10,1,Neuroimage,119,,70-80,"We present a novel strategy for deriving a classification system of functional neuroimaging paradigms that relies on hierarchical clustering of experiments archived in the BrainMap database. The goal of our proof-of-concept application was to examine the underlying neural architecture of the face perception literature from a meta-analytic perspective, as these studies include a wide range of tasks. Task-based results exhibiting similar activation patterns were grouped as similar, while tasks activating different brain networks were classified as functionally distinct. We identified four sub-classes of face tasks: (1) Visuospatial Attention and Visuomotor Coordination to Faces, (2) Perception and Recognition of Faces, (3) Social Processing and Episodic Recall of Faces, and (4) Face Naming and Lexical Retrieval. Interpretation of these sub-classes supports an extension of a well-known model of face perception to include a core system for visual analysis and extended systems for personal information, emotion, and salience processing. Overall, these results demonstrate that a large-scale data mining approach can inform the evolution of theoretical cognitive models by probing the range of behavioral manipulations across experimental tasks."
25998956,PMC4512917,10.1016/j.neuroimage.2015.05.008,Meta-analytic connectivity and behavioral parcellation of the human cerebellum.,"['Riedel MC', 'Ray KL', 'Dick AS', 'Sutherland MT', 'Hernandez Z', 'Fox PM', 'Eickhoff SB', 'Fox PT', 'Laird AR']",2015,8,15,Neuroimage,117,,327-42,"The cerebellum historically has been thought to mediate motor and sensory signals between the body and cerebral cortex, yet cerebellar lesions are also associated with altered cognitive behavioral performance. Neuroimaging evidence indicates that the cerebellum contributes to a wide range of cognitive, perceptual, and motor functions. Here, we used the BrainMap database to investigate whole-brainco-activation patterns between cerebellar structures and regions of the cerebral cortex, as well as associations with behavioral tasks. Hierarchical clustering was performed to meta-analytically identify cerebellar structures with similar cortical co-activation, and independently, with similar correlations to specific behavioral tasks. Strong correspondences were observed in these separate but parallel analyses of meta-analytic connectivity and behavioral metadata. We recovered differential zones of cerebellar co-activation that are reflected across the literature. Furthermore, the behaviors and tasks associated with the different cerebellar zones provide insight into the specialized function of the cerebellum, relating to high-order cognition, emotion, perception, interoception, and action. Taken together, these task-basedmeta-analytic results implicate distinct zones of the cerebellum as critically involved in the monitoring and mediation of psychological responses to internal and external stimuli."
25742873,PMC4839527,10.1038/npp.2015.54,Reward Anticipation Is Differentially Modulated by Varenicline and Nicotine in Smokers.,"['Fedota JR', 'Sutherland MT', 'Salmeron BJ', 'Ross TJ', 'Hong LE', 'Stein EA']",2015,7,23,Neuropsychopharmacology,40,8,2038-46,"Recidivism rates for cigarette smokers following treatment often exceed 80%. Varenicline is the most efficacious pharmacotherapy currently available with cessation rates of 25-35% following a year of treatment. Although the in vivo binding properties are well known, varenicline's neurobiological mechanisms of action are still poorly understood. Varenicline acts as a nicotinic receptor partial agonist or antagonist depending on the presence or absence of nicotine and has been implicated in the reduction of reward signaling more broadly. The current study probed anticipatory reward processing using a revised monetary incentive delay task during fMRI in cohorts of smokers and non-smokers who completed a two-drug, placebo-controlled, double-blind crossover study. All participants underwent ~17 days of order-balanced varenicline and placebo pill administration and were scanned under each condition wearing a transdermal nicotine or placebo patch. Consistent with nicotine's ability to enhance the rewarding properties of nondrug stimuli, acute nicotine administration enhanced activation in response to reward-predicting monetary cues in both smokers and non-smokers. In contrast, varenicline reduced gain magnitude processing, but did so only in smokers. These results suggest that varenicline's downregulation of anticipatory reward processing in smokers, in addition to its previously demonstrated reduction in the negative affect associated with withdrawal, independently and additively alter distinct brain circuits. These effects likely contribute to varenicline's efficacy as a pharmacotherapy for smoking cessation."
25662104,PMC4494985,10.1016/j.biopsych.2014.12.021,Neurobiological impact of nicotinic acetylcholine receptor agonists: an activation likelihood estimation meta-analysis of pharmacologic neuroimaging studies.,"['Sutherland MT', 'Ray KL', 'Riedel MC', 'Yanes JA', 'Stein EA', 'Laird AR']",2015,11,15,Biol Psychiatry,78,10,711-20,"BACKGROUND: Nicotinic acetylcholine receptor (nAChR) agonists augment cognition among cigarette smokers and nonsmokers, yet the systems-level neurobiological mechanisms underlying such improvements are not fully understood. Aggregating neuroimaging results regarding nAChR agonists provides a means to identify common functional brain changes that may be related to procognitive drug effects. METHODS: We conducted a meta-analysis of pharmacologic neuroimaging studies within the activation likelihood estimation framework. We identified published studies contrasting a nAChR drug condition versus a baseline and coded each contrast by activity change direction (decrease or increase), participant characteristics (smokers or nonsmokers), and drug manipulation employed (pharmacologic administration or cigarette smoking). RESULTS: When considering all studies, nAChR agonist administration was associated with activity decreases in multiple regions, including the ventromedial prefrontal cortex (vmPFC), posterior cingulate cortex (PCC), parahippocampus, insula, and the parietal and precentral cortices. Conversely, activity increases were observed in lateral frontoparietal cortices, the anterior cingulate cortex, thalamus, and cuneus. Exploratory analyses indicated that both smokers and nonsmokers showed activity decreases in the vmPFC and PCC, and increases in lateral frontoparietal regions. Among smokers, both pharmacologic administration and cigarette smoking were associated with activity decreases in the vmPFC, PCC, and insula and increases in the lateral PFC, dorsal anterior cingulate cortex, thalamus, and cuneus. CONCLUSIONS: These results provide support for the systems-level perspective that nAChR agonists suppress activity in default-mode network regions and enhance activity in executive control network regions in addition to reducing activation of some task-related regions. We speculate these are potential mechanisms by which nAChR agonists enhance cognition."
24354662,PMC4057361,10.1111/adb.12118,Greater externalizing personality traits predict less error-related insula and anterior cingulate cortex activity in acutely abstinent cigarette smokers.,"['Carroll AJ', 'Sutherland MT', 'Salmeron BJ', 'Ross TJ', 'Stein EA']",2015,3,23,Addict Biol,20,2,377-89,"Attenuated activity in performance-monitoring brain regions following erroneous actions may contribute to the repetition of maladaptive behaviors such as continued drug use. Externalizing is a broad personality construct characterized by deficient impulse control, vulnerability to addiction and reduced neurobiological indices of error processing. The insula and dorsal anterior cingulate cortex (dACC) are regions critically linked with error processing as well as the perpetuation of cigarette smoking. As such, we examined the interrelations between externalizing tendencies, erroneous task performance, and error-related insula and dACC activity in overnight-deprived smokers (n = 24) and non-smokers (n = 20). Participants completed a self-report measure assessing externalizing tendencies (Externalizing Spectrum Inventory) and a speeded Flanker task during functional magnetic resonance imaging scanning. We observed that higher externalizing tendencies correlated with the occurrence of more performance errors among smokers but not non-smokers. Suggesting a neurobiological contribution to such suboptimal performance among smokers, higher externalizing also predicted less recruitment of the right insula and dACC following error commission. Critically, this error-related activity fully mediated the relationship between externalizing traits and error rates. That is, higher externalizing scores predicted less error-related right insula and dACC activity and, in turn, less error-related activity predicted more errors. Relating such regional activity with a clinically relevant construct, less error-related right insula and dACC responses correlated with higher tobacco craving during abstinence. Given that inadequate error-related neuronal responses may contribute to continued drug use despite negative consequences, these results suggest that externalizing tendencies and/or compromised error processing among subsets of smokers may be relevant factors for smoking cessation success."
23506999,PMC3775982,10.1016/j.biopsych.2013.01.035,Down-regulation of amygdala and insula functional circuits by varenicline and nicotine in abstinent cigarette smokers.,"['Sutherland MT', 'Carroll AJ', 'Salmeron BJ', 'Ross TJ', 'Hong LE', 'Stein EA']",2013,10,1,Biol Psychiatry,74,7,538-46,"BACKGROUND: Although the amygdala and insula are regarded as critical neural substrates perpetuating cigarette smoking, little is known about their circuit-level interactions with interconnected regions during nicotine withdrawal or following pharmacotherapy administration. To elucidate neurocircuitry associated with early smoking abstinence, we examined the impact of varenicline and nicotine, two modestly efficacious pharmacologic cessation aids, on amygdala- and insula-centered circuits using resting-state functional connectivity (rsFC). METHODS: In a functional magnetic resonance imaging study employing a two-drug, placebo-controlled design, 24 overnight-abstinent smokers and 20 nonsmokers underwent approximately 17 days of varenicline and placebo pill administration and were scanned, on different days under each condition, wearing a transdermal nicotine or placebo patch. We examined the impact of varenicline and nicotine (both alone and in combination) on amygdala- and insula-centered rsFC using seed-based assessments. RESULTS: Beginning with a functionally defined amygdala seed, we observed that rsFC strength in an amygdala-insula circuit was down-regulated by varenicline and nicotine in abstinent smokers. Using this identified insula region as a new seed, both drugs similarly decreased rsFC between the insula and constituents of the canonical default-mode network (posterior cingulate cortex, ventromedial/dorsomedial prefrontal cortex, parahippocampus). Drug-induced rsFC modulations were critically linked with nicotine withdrawal, as similar effects were not detected in nonsmokers. CONCLUSIONS: These results suggest that nicotine withdrawal is associated with elevated amygdala-insula and insula-default-mode network interactions. As these potentiated interactions were down-regulated by two pharmacotherapies, this effect may be a characteristic shared by pharmacologic agents promoting smoking cessation. Decreased rsFC in these circuits may contribute to amelioration of subjective withdrawal symptoms."
